Image_Path,Patient_Text,Severity_Label
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-scalp-77.jpg,"""Worked wonders for me. I suffered from Psoriasis covering the insides of my hands. Was very painful. Would crack and bleed. Tried many creams and other meds. Once I started this medication it cleared up quickly. Am now able to use my hands again.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-scalp-92.jpg,"""I was 65 when I got psoriasis, tried everything possible until I told my derm. I have to have something. I have received 2 inj. &amp; feel it has pretty much saved my life (not really) but I&#039;m so much more comfortable. However I retired in Jan. &amp; my ins. changed to Humana which will not cover Stelara, so at this time I am stressing (worst thing you can do) about how I can continue this inj. without having to pay the enormous price, so I am researching everything possible...long story short I have definitely benefited from the Stelara...""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Axillary-Granular-Parakeratosis-2.jpg,"""Works much better then anything I have ever tried for my psoriasis.  The flaking from my scalp is probably reduced by 98%.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Chronic-Plaque-99.jpg,"""So I got diagnosed with psoriasis a few years ago when my mother passed and I took humira then for only a couple of months and it went away. So just recently of last year it came back full effect but I was pregnant so couldn&#039;t really take anything. So now here In January I started back on humira I&#039;ve had about 3 injections and it seems to be clearing up.. Staying positive.. I just want clear skin.. 
#psoriasissucks""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Pityriasis-Lichenoides-22.jpg,"""Reading these reviews finds me nodding my head with approval. After years with plaque psoraisis, its over...at least for now.  I did creams, Enbrel for 2 years, now Humira for about 6 months.  Initially it worsened then got way better.  Now, I have been off the Humira for over 3 months and nothing has come back.  My skin is 99% better.  I had over 50% coverage on my body and it was unsightly, painful, and nasty.  Now it&#039;s all gone.  At this point in time I have to say: this stuff is remarkable.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Sclerosis-Vulva-14.jpg,"""My Dermatologist give me tiny injections under the skin on each plaque.  My hands can get really bad.  Usually by the next day or two they are gone.  It lasts quite awhile.  I also get injections of Kenalog plus numbing agent for severe muscle spasms from Fibromyalgia.  The Pain Management doctor injects the muscles where the spasms are. By the next day I&#039;m 90% better.  Usually I only have to get these a few times a year.  So Kenelog works really well for me.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/08LichenPlanusTongue.jpg,"""I was initially prescribed Enbrel but my insurance company denied it.  They did, however, approve Humira.  I wasn&#039;t sure what to expect with having never used a biologic but all I can say is wow!   After 25yrs of scalp coverage, nail pitting/damage and typical skin plaques, I am absolutely thrilled with this drug.  After 3 weeks, I am 95% clearer than I was beforehand and my joints feel 15yrs younger.  Side effects?  I&#039;ve had exactly zero except for the cathartic release of happiness with the feeling of happiness that I&#039;m almost 100% normal.  Thank you abbvie!!!!!!!!!""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Planus-Oral-34.jpg,"""Do not use Stelara. I wish I hadn&#039;t. I have had nothing but stomach/immune system issues since taking Stelara about 1 year ago. It did reduce the psoriasis but at a cost that no one should pay. I have several scans and an endoscopy only to have the gastro intestinal specialist tell me that my issues appear to be related to the Stelara and that my immune system has potentially been compromised indefinitely.
STAY AWAY from all biological drugs, they are not safe in my opinion.""",Severe
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Guttate-101.jpg,"""This stuff is horrible!!!! I was prescribed this for scalp psoriasis and it made it worse. This stuff makes a mess it gets all over clothes and bedding not only that but it does not wash out of hair. I washed my hair 8 times and even used Dawn dish soap and still could not get it out of my hair.""",Severe
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/lichen-planus-123.jpg,"""Worked good for about 4 months then my psoriasis started to come back within 8 months it almost like it was before Humira. One year later it has became completely useless.""",Moderate
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Planus-Hypertrophic-2.jpg,"""I&#039;m 38 ive been on stelara for 6 years and I was 80 % covered. within 6 months I was 95% clear. the only draw back is it doesn&#039;t work on my scalp and my fatigue over the years has gotten worse. some days I don&#039;t even want to move.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-palms-soles-157.jpg,"""I have been trying other medications to no avail.  Talconex is truly amazing.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Histology-6.jpg,"""I have to post on this website, I started Enbrel and after 1 treatment I have considerable less redness already.  I am really excited to see what will become of my skin in a month! I will keep in touch.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Sclerosus-Skin-27.jpg,"""Psoriasis diagnosis: I received my first injection the end of December 2009 and I saw an immediate difference within the first two weeks. The second injection was due; however, I was ill with an upper respiratory virus in which my Doctor indicated to wait until it was resolved. I was about 1.5 weeks late with the 2nd injection. I was flared and received the 2nd injection with itching down 50% and cleared approximately 40%. Two weeks after the 2nd injection, I developed moderate arthritis symptoms in my shoulder, right knee and my finger joints. It was time for the 3rd injection after waiting 3 months. I remained at the 40% clearing. I discontinued this medicine due to joint issues and flaring increase by the end of 3rd month.""",Severe
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Chronic-Plaque-177.jpg,"""It changed my life.  I was 80% covered with psoriasis.  I used Embrel for a period and it worked well. My insurance switched me to Humira.  It is less frequent treatment.  After having psoriasis from 1977 to 2010, I am now completely clear.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Sclerosis-Vulva-21.jpg,"""Pill form is very hard on stomach, lots of sickness. But I have found the injectible form to be fantastic.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/lichen-planus-95.jpg,"""Clobex is the only thing that worked.  Severe patches and redness went away in only days. Its expensive and is a very strong medicine, a little goes a long way.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Sclerosus-Penis-42.jpg,"""I got psoriasis in March after a strep infection. I probably had 1,000 spots on my legs, a few spots on my scalp and arms and chest, but my legs were horrible. My doctor gave me some samples of Clobex spray and after 1 week my Psoriasis is 80% gone. He said I need to go in a mega tan bed for 15 minutes and take 8,000 IU of Vitamin D3 and take zinc, so doing all that I am so thrilled with the results. I would recommend Clobex to anyone - pricey but so worth it.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-palms-soles-107.jpg,"""Was on Enbrel a few years back, then the plaque came back, my dr put me on humira, it cleared 20% so far.  two months plus, will give it more time :-(""",Moderate
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-digits-3.jpg,"""I have had psoriasis since the age of my early twenties around the knees and then slowly it spread to arms buttocks and eventually about 90% of my body. I tried all the creams with little to no help. Realized that the disease was from the inside and then tried the Juicing of fruits and vegetables which was very helpful. In 2015 I was diagnosed with psoriatic arthritis in my back and doctor suggested Stelara. My case was very severe so I was prescribed the .95 mg dose. First injection was noticeable in a few weeks easy. I have been taking the treatment for close to 2 years now and I am about 95% completely clear. Absolutely amazed by the results. All my blood tests have all been normal. The enjoyment of being psoriasis free is overwhelming!""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-scalp-37.jpg,"""I love Taclonex. I have had psoriasis for the past 25 years. I never wore short sleeve shirts or shorts until I started using Taclonex. Thank you to my Dermatologist. I have tried so many medicines and nothing worked. It is kind of greasy but I have been waiting many years for something to finally help my knees and elbows. I couldn&#039;t be happier.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Guttate-80.jpg,"""I had almost disabling psoriasis for 10 years.  My feet was my biggest problem area, many flare ups made it hard to even walk.  I too have been on everything in the past, starting with ointments all the way to Remicade, Humira, and Enbrel with little success, mostly only helped for less than 6 months.  Prednisone has almost ruined my joints, and as most of you know causes weight gain.  In September 2012 I got my first injection.  By December I was completely clear doing insanity workouts!  Over 2 years I enjoyed a psoriasis free life and it&#039;s been great!  Unfortunately, I started flaring 2 months ago, and my dermatologist put me back on prednisone as my whole body is covered again.  Not sure where to go from here.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Pityriasis-Lichenoides-51.jpg,"""I have suffered psorasis on my legs in particular and on my trunk in various places for more than a decade. I was prescribed Daivobet with no real results...useless really. Whilst on vacation in the US I picked up some ointment from a Drug Store. I thought I may as well give it a go. This product is amazing. Within a few days there was a huge improvement and after 6 months my psoriasis is almost gone....I cannot believe it after having the ugly sores for such a long time. Highly recommended. My doctor tells me it is &quot;old school treatment&quot;...I don&#039;t care....it works!!
I wish it was available over the counter in Australia.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/pityriasis-rosea-153.jpg,"""Had psoriasis all over my hands, feet and scalp 13 years ago and had tried everything for it, but it only got worse. I used this for a short time and it cleared up my hands and feet quickly. My scalp cleared up by using Neutrogena medicated shampoos.  None of it has come back since.  I only know that it was this medication that cleared it up because I recently came across a couple of unused sample tubes that my dermatologist had given me and recognized this as what had worked to get rid of my psoriasis.   (about the 6th thing she had tried on me).""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-palms-soles-163.jpg,"""I developed psoriasis after the birth of my first child.  It responded well to Taclonex, but I had to stop using it for my second pregnancy.  My elbows, and now the tops of my feet, became really bad recently and I called for a new prescription.  After weeks of terrible discomfort it is almost cleared in a few days time.  I have never experienced any side effects.  I love this medicine.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Guttate-3.jpg,"""I have had psoriasis since the age of my early twenties around the knees and then slowly it spread to arms buttocks and eventually about 90% of my body. I tried all the creams with little to no help. Realized that the disease was from the inside and then tried the Juicing of fruits and vegetables which was very helpful. In 2015 I was diagnosed with psoriatic arthritis in my back and doctor suggested Stelara. My case was very severe so I was prescribed the .95 mg dose. First injection was noticeable in a few weeks easy. I have been taking the treatment for close to 2 years now and I am about 95% completely clear. Absolutely amazed by the results. All my blood tests have all been normal. The enjoyment of being psoriasis free is overwhelming!""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-scalp-5.jpg,"""Wow I&#039;ve had scalp psoriasis for 15 years and have tried many things. My new doctor prescribed Elocon and my scalp cleared in less than a week. I don&#039;t have to wear a hat any more and I feel comfortable wearing black.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-palms-soles-151.jpg,"""AMAZING!

Within 4 days I could see a difference in my  skin.The plaques were starting to fade,the redness and itchiness GONE!

It has been exactly one week since I started using the spray and I no longer have psoriasis..""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Sclerosis-Vulva-36.jpg,"""I started taking humira in 2008 8), I had Psoriasis on over 90% of my body. I cleared 100% after a few months also while using topicals. Now , it doesn&#039;t work at all and I&#039;m flaring up and getting psoriasis in places I never had it. My doctor even added Otezla which works like the humira but is a pill. Still I&#039;m flaring up, I&#039;m switching to a new medication I pray it works.""",Moderate
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-pustular-generalized-32.jpg,"""I am 38 yrs old and have had psoriasis since I was 12. Years of creams/lotions/UV treatments. Many years of &quot;remission&quot; and minimal areas affected and used occasional tanning to treat. Just dealt with it for many years. Last year in March I tried Humira. After a week I started to clear. After 2-3 weeks was completely clear. BUT had also developed night sweats, irregular heartbeat, extreme flashing/alternate co stant pain in my abdominal area, no appetite, headaches - just a few of many side effects. I stopped taking it in May and had many of the side effects gradually subside. Menstrual cycle has become intermittently prefaced by extreme pain for up to a week. Psoriasis flared so bad that almost a year later and its just starting to lessen.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-pustular-generalized-16.jpg,"""After taking Humira for 2.5 months my hands look so much better.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Chronic-Plaque-165.jpg,"""I have been on Soriatane for about a year.  It has done wonders for my condition.  I was on 25 mg per day and the derm changed it to 25mg everyother day and 10mg on opposite days. This has shown very little change but a VERY tiny bit is now noticeable. I have had absolutely ZERO side effects.  Overall, I&#039;m thoroughly happy with it!""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-erythrodermic-38.jpg,"""This is one of the best medications that I have found to treat my psoriasis the only draw back is that I have it mainly on my face and scalp. Wish they would make a product for scalp that works as good as this one. I apply it once or twice during an outbreak and it clears it up usually within 1-2 days which is alot better than anything else I have found.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Light-Sensative-6.jpg,"""I use the generic halobetasol along with Dovenex. It works great on the elbows and knees.  Sometimes on the hands.  Rarely on the feet.  I do agree that when you use the HP, it does work rather quickly.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Sclerosus-Skin-61.jpg,"""Cleared spots on legs, back, and foot by 90 percent in 6 days. No other medication has worked, no side effects. Tube size was 50G, and I used 95 percent in 6 days, Doctor stated I was using too much, and reduced amount available to me until office visit in 45 days. Extremely satisfied .""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/lichen-planus-152.jpg,"""I was initially prescribed Enbrel but my insurance company denied it.  They did, however, approve Humira.  I wasn&#039;t sure what to expect with having never used a biologic but all I can say is wow!   After 25yrs of scalp coverage, nail pitting/damage and typical skin plaques, I am absolutely thrilled with this drug.  After 3 weeks, I am 95% clearer than I was beforehand and my joints feel 15yrs younger.  Side effects?  I&#039;ve had exactly zero except for the cathartic release of happiness with the feeling of happiness that I&#039;m almost 100% normal.  Thank you abbvie!!!!!!!!!""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-pustular-generalized-11.jpg,"""Psoriasis is my shadow since I was born. The last few years it has gotten worse. I started Humira treatment last April. The results were fantastic. I&#039;m flaring up again and Humira is not working anymore.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/reiter-syndrome-9.jpg,"""I wanted to tell people about Humira. I have been on it 10days with no side effects! My scalp was 95% covered by Psoriasis. I started my first injection March 1st and today my scalp and behind my ears are clearer. The Humira pen is nothing to worry about doesn&#039;t hurt. Leave it out 30 mins and inject in your stomach easy as can be! Good luck everyone.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/lichen-planus-104.jpg,"""My Psoriasis started in my sophomore year in college (1985). Every year, my condition has gotten progressively worse. I&#039;ve tried everything from PUVA, steroids, coal tar, Methotrexate, Enbrel, Humira &amp; more.  I&#039;ve had success with the biologics, but got very ill with sinus infections on both Enbrel and Humira (so bad that I got vertigo and had to go to hospital via ambulance). I took 2 years off and now just started Stelara (had my &quot;booster&quot; second shot yesterday).  My dermatologist is shocked how I&#039;ve cleared already!  This is a miracle and any person out there who can take it, should.  I&#039;m also sleeping so much better during the night-- not scratching in my sleep!  Good luck and hopefully one day, we&#039;ll have a cure for this dreadful disease.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-inversus-26.jpg,"""I started on methotrexate tablets at first but they made me feel very sick so was put on injection made me feel a lot better. """,Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-scalp-26.jpg,"""I had minimal results. My doctor indicated since this is a TNF blocker, my TNF&#039;s are already blocked so she decided to place me on another medication. I could feel immediately the response after the injection, but with minimal results. This was such an easy drug to use.""",Severe
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/pityriasis-rosea-21.jpg,"""Taken my 4th injection so far and have barely any psoriasis plaques left. Nothing else has worked I have tried multiple creams and tablets that made me sick. Now with Humira I have no side affects, I am nearly all cleared up and best of all the injection is painless""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/lichen-planus-127.jpg,"""Ive been fighting psoriasis and arthritis since 2004 tried everything out there the only thing that has worked for me is stelera its amazing !!!""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Guttate-30.jpg,"""In just 5 days, it cleared up a bad outbreak on my neck and back, which had been
troubling me for quite some time.  I used it before on other areas but this one
cleared up faster than any of the others.  It is the only one that really works.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Planus-Penis-3.jpg,"""I have psoriasis on my wrist, elbows and knees. It has been a month now and already seeing great results already, my wrist is all clear. My elbows and knees looking much better. The only side effect I have had is after taking the injection is I feel a little nauseous for about 2 days. Other than that I feel great.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Sclerosus-Skin-114.jpg,"""Back when Stelara was first approved for psoriasis, my dermatologist went ahead and put me on it.  I cleared in one shot, took the next 2, and we laid off.  Minor side effects - some swollen tonsils and sinus issues. Fast forward a year and half - went back on it - after my second shot, I spent the next 6 months going through a continual round of sinus infections that required injected antibiotics, and got confirmed influenza A despite being vaccinated.  Tests showed likely my immune system couldn&#039;t handle.  """,Moderate
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-palms-soles-80.jpg,"""I have both psoriasis and psoriatic arthritis. I have been dealing with psoriasis for over 20yrs all over my body and head ...always embarrassed and having to wear long sleeved shirts. Those of you that are still looking for something Stelara is worth trying. I love it after trying several other medications this is so far the best. I have found and it helps with both. I haven&#039;t had any side effects either. I have a 3yr old and I can finally take him to the park alone.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-erythrodermic-32.jpg,"""After a very bad breakout from a strep infection, this was the only thing that stopped the itch! After using this twice a day for a week (along with UV treatments), I started seeing my psoriasis clear up. And the spray is so much easier to apply.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/erythrokeratodermia-variabilis-4.jpg,"""Works best when applied at night before sleep. Good for use on the body. Not for face or other sensitive skin areas. I&#039;ve only been using it for a couple of months but the results are better than any other products that I&#039;ve used in the past.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Chronic-Plaque-13.jpg,"""Back when Stelara was first approved for psoriasis, my dermatologist went ahead and put me on it.  I cleared in one shot, took the next 2, and we laid off.  Minor side effects - some swollen tonsils and sinus issues. Fast forward a year and half - went back on it - after my second shot, I spent the next 6 months going through a continual round of sinus infections that required injected antibiotics, and got confirmed influenza A despite being vaccinated.  Tests showed likely my immune system couldn&#039;t handle.  """,Moderate
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-scalp-20.jpg,"""Not really sure how to rate this. I have plaque psoriasis. My doctor prescribed me the Humira. After my first 2 starter doses I started to notice some hair loss. Then I took my first single dose. Noticed even more hair loss. When I washed my hair it was coming out in clumps. Drain was full of hair. So, I stopped the humira and had to switch to another medication. Not sure if this medication would have worked or not. Wasn&#039;t able to use it long enough.""",Severe
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/pityriasis-rubra-pilaris-33.jpg,"""I have been on stelara for over 1 year now. Had psoriasis on the palms of my hands and feet very badly. It has worked very well and i only get ocassional little flares now as oposed to not being able to walk. Side effects have been acceptable, noticed I get sick more easily and am prone to migraines when first taking a shot. Overall I would recommend Stelara for someone who is suffering.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-pustular-generalized-48.jpg,"""Used together with Tazorac and it has helped significantly improved (by about 80%) the psoriasis on my legs and hands. Did not improve the psoriasis on the feet though.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Chronic-Plaque-172.jpg,"""I have tried Enbrel for 9 months and it worked great for both my psoriasis and the arthritis. BUT last July I stopped using it because I wanted to get my wife pregnant. 
And to be sure there was no side effect by using it. And since I stopped using it, the psoriasis and arthritis have come back massively and seems worse then ever. This is a really bad side effect. Also I have got some very weird infections/viruses, etc. that healthy people normally don&#039;t get. I have had Zoster Shingles, and Pavovirus. These are immune related illnesses and they must have come because of the lowered immune system. """,Moderate
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Chronic-Plaque-107.jpg,"""I was on the medication for over 2 years. Went off to get pregnant.  My psoriasis has come back 100 percent worse.  2x as bad 2x more spots. I am now covered everywhere it is a disaster.""",Severe
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-palms-soles-184.jpg,"""I have now been clear for over 2 years, having had chronic psoriasis for 33 years. It has now given me the time and confidence to enjoy life and not stop me doing things I enjoy like swimming.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-palms-soles-84.jpg,"""I got diagnosed with psoriasis about three years ago, it wasn&#039;t bad at first so I never paid too much attention to it, and it eventually went away. About a year ago it came back, and took over my entire body. I was covered in rough, itchy, red patches and there was nothing that would fix it. I tried natural oils, salts, tanning, ointments, foams, even pills, and nothing worked. These things helped and soothed my psoriasis, but nothing really made it go away. I finally turned to Stelara and I could cry from the results. I am getting my second injection this Friday, and after only the FIRST one, my skin looks 75% better. The injection immediately caused my skin to be less itchy, and appear far less irritated. I suggest Stelara to EVERYONE!!!""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Sclerosus-Penis-3.jpg,"""This medication actually made my psoriasis worse. It made my skin itch and I recommend that you talk to your doctor and see if this medication is truly right for you. I have heard that it worked wonders for a lot of people. It just didn&#039;t work for me.""",Severe
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-pustular-generalized-36.jpg,"""I have had psoriasis since the age of 13 and now are 50.  Over the years I have tried everything and at one point was hospitalised for three weeks it was so bad.
I started Humira 5 years ago and within 6 months I was 100% clear and still to this day I am clear. 
I inject every two weeks and have 3 month check ups . I have had no side effects to date.
It has changed my life!!""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Chronic-Plaque-138.jpg,"""I&#039;ve had psoriasis, and some psoriatic arthritis since I was 12, I&#039;m 40 now. I had 95% body coverage, and started taking Stelara as one of the first trial patients in Canada in early 2009...what a difference. No more throbbing knees, and I hover between 5 - 10% coverage now, it was at 0% for a couple of years but I had an injury and gained a bunch of weight, so that is why it&#039;s up now (maybe 3 kids doesn&#039;t help either ;-). The only issues I have are the price (thankfully it&#039;s covered), and the fact that I am more susceptible to colds and flu, and will get sunburn easily if I don&#039;t watch out.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-scalp-71.jpg,"""I came down with psoriasis at age 54 and am now 57. It devasted me within 2 months. I lost my finger nails and toe nails. I couldn&#039;t walk without help. My hands were useless. I just started with the injections on 2/2/16. Had my 2nd injection on 3/2/16. I&#039;ve notice some improvement on my left shin area of my leg and my left elbow. Other areas are now pink. My feet are somewhat better but my hands are still bad as I wear examination gloves constantly. I&#039;ve still have flakes, dryness, itching and bumps as the Stelara hasn&#039;t helped &quot;yet&quot; with that. I&#039;m due for my 1st 90
Day shot after these 2 booster shots. I&#039;ll see what my Dr. Thinks then on 5/25/16...""",Severe
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Guttate-23.jpg,"""I have to post on this website, I started Enbrel and after 1 treatment I have considerable less redness already.  I am really excited to see what will become of my skin in a month! I will keep in touch.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Guttate-103.jpg,"""I have suffered several types of chronic psoriasis, including the life threatening form for 50 years. After developing severe disability from Psoriatic Arthritis I gave in to taking this drug, my skin is 90% improved, inflammation much better, but still have high inflammatory markers in blood tests. Now on steroids. Nausea still persists so I take folic acid.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Hand-9.jpg,"""I am currently on enbrel and have been for just shy of a year.  It is an absolute miracle drug. I was completely unable to function with my severe plaque and gutate psoriasis.  I am 21 and have been using everything on and off the market to try and clear it up.  Even purchased a $5,000 UVB light system.  If you need to get insurance to clear the enbrel medication you need to prove that your psoriasis is severe. """,Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Hand-38.jpg,"""At first it gave me a red rash and did not help with my psoriasis. My doctor gave me a cream for the rash and it went away and said I should keep using it. Several months later I am as clear as I have been since first getting the medication.

Pro tip- get the co pay assistance card.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Hand-53.jpg,"""24 years old and a sufferer since 5. After Humira, my psoriasis is starting to clear up. Not totally but starting to fade. As for the nails, not much of a change. I had very bad plaque psoriasis covering almost every part of my body and guttate psoriasis mainly on my wrists, arms, and back. It was painful when the lesions on my shins would crack and bleed. I&#039;ve tried almost every cream/spray but those only temporary relieved them. But ever since I started Humira 2 months ago the plaque went away, my scalp psoriasis is gone, guttate psoriasis is clearing, and overall no more itching, flaking, cracking, and bleeding! The only side effects, if they are even caused by this medication is that I&#039;ve been getting acne.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Guttate-100.jpg,"""I have been on it for a year and never gotten any better after the first week. This is my last refill just hoping for a miracle.""",Severe
